label1,label2,distance
aldehydic,melon,8.951230200654395
metallic,roasted,8.95397703860967
oily,powdery,8.954302871707918
berry,cucumber,8.958137262556477
rose,smoky,8.964170307394458
fatty,fruity,8.968416398282816
burnt,cucumber,8.970992756472889
melon,tobacco,8.974311838936066
fatty,meaty,8.97500459523154
ketonic,sulfurous,8.980568394481503
garlic,pungent,8.988966680972117
caramellic,sulfurous,9.001206314136802
fermented,tobacco,9.00428788002613
melon,roasted,9.005356250578116
fermented,sweet,9.020166750181566
cucumber,honey,9.02434214745326
hay,rose,9.02764066577512
fruity,honey,9.038806132096237
metallic,orris,9.041424219907315
alliaceous,fishy,9.055493563355629
floral,waxy,9.058197207265122
powdery,waxy,9.059663784939884
hawthorn,rose,9.061183759267907
burnt,herbal,9.062759989169308
metallic,rose,9.065374555879481
burnt,green,9.080828089474046
bitter,powdery,9.085700894815538
cinnamon,green,9.089731989425843
nutty,onion,9.10417234269652
bitter,winey,9.112863016439995
garlic,roasted,9.129371688812048
fresh,medicinal,9.135745828382971
green,roasted,9.151502057727544
anisic,jasmin,9.152288201814663
alliaceous,nutty,9.15252440168424
camphoreous,melon,9.155301354218205
nutty,pineapple,9.185113416935303
orange,tobacco,9.196308916890708
cinnamon,fruity,9.200189058360541
anisic,tobacco,9.206692323242397
medicinal,woody,9.219392779260808
fruity,phenolic,9.222131623647831
caramellic,roasted,9.23450300645104
aromatic,medicinal,9.244332855282641
aldehydic,jasmin,9.250342990865164
nutty,solvent,9.2640116883607
alcoholic,pear,9.266908608328942
ethereal,green,9.27645539083843
pear,roasted,9.280757787925179
rose,tobacco,9.291829284665974
almond,fresh,9.29302231234007
animal,nutty,9.298767282015872
leathery,violet,9.301731433198917
almond,geranium,9.31079522019371
caramellic,sweet,9.311377455856427
melon,woody,9.31207617089607
camphoreous,fruity,9.318438982583167
almond,apple,9.319230340892881
citrus,melon,9.326166465337849
hay,leathery,9.326436351972319
hawthorn,spicy,9.329447264122823
animal,berry,9.333216496256142
tobacco,winey,9.337516085867462
almond,fermented,9.34774310317394
aromatic,fresh,9.349758286330939
coumarinic,pineapple,9.353776447139081
roasted,waxy,9.356797941025794
fresh,nutty,9.357103712854048
geranium,hawthorn,9.357162054910644
oily,orris,9.358501222372295
floral,fruity,9.3652854822226
tobacco,vanilla,9.372792811498705
green,raspberry,9.39899999231981
cinnamon,fresh,9.402030935617896
fatty,sulfurous,9.410570338113576
floral,smoky,9.415709609026488
caramellic,melon,9.416392883653012
camphoreous,coumarinic,9.419564619028877
bitter,fresh,9.42585883081798
apple,nutty,9.432905784356988
floral,winey,9.438473884304692
fruity,pungent,9.459545998763378
pear,ripe,9.4612152011675
cinnamon,phenolic,9.487260825805006
citrus,honey,9.498570983020418
bitter,medicinal,9.506957636896164
almond,violet,9.51060002691967
fruity,vanilla,9.51130587065376
balsamic,cherry,9.513919947720574
cherry,sweet,9.519014518590147
alcoholic,nutty,9.524823657002763
orris,tobacco,9.527646608449697
apple,bitter,9.529418360340625
hawthorn,sweet,9.547603887772636
herbal,medicinal,9.553717729734037
almond,tobacco,9.55632748883312
ripe,winey,9.55916927827791
smoky,waxy,9.562482618767863
green,orris,9.580831978078033
honey,winey,9.58475140822887
ethereal,sulfurous,9.588105141796705
berry,fermented,9.590596483837935
cheesy,savory,9.593675260790674
honey,metallic,9.606889796375935
bitter,floral,9.607857925887352
honey,woody,9.62502853713291
cheesy,odorless,9.625728941519496
solvent,tobacco,9.630687259950369
animal,burnt,9.631293364791635
camphoreous,hay,9.641732738195415
ethereal,herbal,9.645446662387874
berry,pear,9.647616138879238
fatty,phenolic,9.652797013922044
alcoholic,phenolic,9.65641321363058
aldehydic,coumarinic,9.658013140083519
burnt,waxy,9.662376377557766
green,ripe,9.664225815258536
hay,orris,9.669585275116994
balsamic,dry,9.670993088800783
green,vanilla,9.682767131519002
coumarinic,orris,9.683632310311355
orange,phenolic,9.684784213007095
cheesy,onion,9.687162608394264
geranium,leathery,9.690456110140213
dry,herbal,9.693828923511012
bitter,metallic,9.710865064798089
roasted,tobacco,9.715990429302693
banana,coumarinic,9.725034255173993
jasmin,phenolic,9.727245752216806
camphoreous,ripe,9.737627157437206
leathery,orange,9.737681803510549
dry,floral,9.752152893747693
camphoreous,violet,9.761841905114869
fatty,pear,9.763526055053019
cheesy,roasted,9.765818692058735
cucumber,hay,9.768353858686948
fruity,roasted,9.768644294070313
hawthorn,violet,9.78230443707529
medicinal,waxy,9.788674119558626
alcoholic,vanilla,9.78996398051524
animal,anisic,9.79986163693399
coumarinic,ripe,9.803358597229254
fresh,pear,9.804409706534486
fruity,raspberry,9.806097129802204
raspberry,winey,9.810398142338817
herbal,ripe,9.81051402798844
medicinal,powdery,9.816134418101397
cherry,powdery,9.818855694029658
banana,melon,9.828879268389636
fatty,winey,9.84192095054933
cucumber,smoky,9.843760701319862
leathery,powdery,9.850826762891424
onion,ripe,9.86691249039459
cherry,floral,9.867146307391714
caramellic,hay,9.884973358978419
hawthorn,orris,9.8997681307957
fermented,spicy,9.899891129493662
jasmin,woody,9.899930031965352
berry,oily,9.900202924760753
herbal,pineapple,9.903966976360282
ketonic,winey,9.915067512330415
leathery,orris,9.9232772556925
animal,aromatic,9.927010522674735
burnt,leathery,9.936859945558988
banana,green,9.943683154118045
alcoholic,aromatic,9.950177510644899
jasmin,waxy,9.952232031793992
medicinal,violet,9.954127447641339
meaty,metallic,9.970786905256492
pineapple,pungent,9.971149434200472
banana,pungent,9.987734925831585
ethereal,roasted,9.99867774633753
citrus,jasmin,10.007063357996708
animal,vanilla,10.008501262131364
bitter,ketonic,10.01042713186678
animal,bitter,10.016764513010491
honey,oily,10.035277399759465
anisic,green,10.037070021168441
metallic,ripe,10.044292449673742
anisic,fruity,10.044550726781507
metallic,winey,10.045309999527289
ethereal,tobacco,10.045538399706157
fishy,meaty,10.057918040162852
hay,winey,10.069381161276318
sulfurous,tobacco,10.071663804743997
metallic,sulfurous,10.081415723000053
fatty,violet,10.08235306562767
nutty,sweet,10.086032594852721
jasmin,tobacco,10.09217466147601
jasmin,pineapple,10.092556208536095
fruity,waxy,10.095146991738257
pineapple,sweet,10.096813945690316
animal,winey,10.113148924552155
pear,spicy,10.117031760922535
citrus,coumarinic,10.123174924501349
ketonic,pear,10.124141149350924
cherry,spicy,10.139767218164215
jasmin,metallic,10.151838361907556
aldehydic,hay,10.154184492874107
balsamic,fatty,10.15478607914753
onion,solvent,10.157872375879489
almond,orris,10.160722430962203
alcoholic,metallic,10.17030251582959
alcoholic,anisic,10.170858034864933
geranium,medicinal,10.17347461590804
berry,metallic,10.180493292752331
herbal,roasted,10.180753808117895
coumarinic,fatty,10.190402251026368
melon,rose,10.190717253692437
fermented,melon,10.199804302644509
coumarinic,ketonic,10.20001561944731
apple,pungent,10.204169970230884
balsamic,camphoreous,10.205828518801953
caramellic,spicy,10.20699785848748
camphoreous,powdery,10.211846212428412
fatty,jasmin,10.213235396510076
bitter,ripe,10.218301329298097
honey,orange,10.22640325705438
camphoreous,geranium,10.232791507782114
fruity,powdery,10.237553323206956
coumarinic,medicinal,10.242160029627795
leathery,sweet,10.249208339264893
pungent,tobacco,10.249515828457104
ethereal,sweet,10.251657172426723
anisic,medicinal,10.251667560092029
hay,jasmin,10.280736686029465
ethereal,melon,10.282834735419263
coumarinic,waxy,10.285125148556663
cheesy,garlic,10.319681000514137
nutty,spicy,10.32686830070885
bitter,jasmin,10.343925744979359
apple,spicy,10.346357646366261
coumarinic,nutty,10.348715377699461
garlic,nutty,10.357786082295133
meaty,tobacco,10.358868300610647
burnt,fresh,10.365494788743938
honey,melon,10.377704447795514
burnt,melon,10.380246039585193
medicinal,sweet,10.388120001041742
berry,caramellic,10.400485200934394
caramellic,meaty,10.40424004456589
vanilla,winey,10.41983474938569
aromatic,jasmin,10.423072619192371
banana,nutty,10.423457296565264
savory,solvent,10.423514848650187
fishy,sulfurous,10.427895119294433
melon,powdery,10.436807543951737
fermented,sulfurous,10.438429651123721
aldehydic,berry,10.445705089328872
bitter,solvent,10.462197521287765
camphoreous,savory,10.463596904635928
citrus,hay,10.465537065273478
ketonic,roasted,10.46992999892781
garlic,solvent,10.477549870526701
coumarinic,woody,10.48132969565404
cucumber,medicinal,10.483579023518947
oily,smoky,10.49371907165388
cherry,phenolic,10.494248617610832
alcoholic,melon,10.495812321090254
fatty,savory,10.496494377796983
camphoreous,pungent,10.497135342307018
cinnamon,melon,10.499937774565607
almond,smoky,10.505095395200778
aromatic,fruity,10.51049940236508
burnt,pear,10.513286647430068
fatty,floral,10.51472473936786
medicinal,orris,10.52782964853034
fishy,savory,10.534268783683236
roasted,solvent,10.541834409013944
almond,caramellic,10.546799946714193
melon,violet,10.550895215383912
hawthorn,smoky,10.553299516164518
berry,pineapple,10.554854808358268
caramellic,cucumber,10.558363825136919
berry,smoky,10.569812227996445
green,leathery,10.573880437498078
caramellic,metallic,10.576841905346209
ketonic,meaty,10.582181442602094
burnt,coumarinic,10.582410582087205
fatty,geranium,10.590370905210534
pear,pungent,10.593325963588613
alliaceous,ripe,10.599471279689313
hay,oily,10.611463791801379
alcoholic,fresh,10.618222642031114
bitter,rose,10.629162678833291
banana,cheesy,10.634901308655795
fatty,ripe,10.64614126929899
burnt,spicy,10.650980175308133
aldehydic,fruity,10.653249647150956
ethereal,hay,10.653486657481384
apple,cucumber,10.656460026591452
animal,raspberry,10.659146885031989
camphoreous,orris,10.667186371462067
dry,sweet,10.667515379888656
aromatic,green,10.673028335252486
fruity,solvent,10.67307295865594
alliaceous,cheesy,10.685140816489465
aromatic,metallic,10.691385283161562
camphoreous,floral,10.696614606719828
animal,roasted,10.712498362953013
meaty,oily,10.729950099058158
bitter,cucumber,10.733863758696867
alcoholic,honey,10.734536051112647
leathery,rose,10.741501814932668
cooked,nutty,10.744896082106338
citrus,nutty,10.753943090338216
alcoholic,cucumber,10.754456857405154
cheesy,fruity,10.755212924411833
burnt,winey,10.758395149218952
bitter,geranium,10.760276153427288
caramellic,oily,10.766677229037668
roasted,winey,10.76770479755617
almond,animal,10.784457984216182
fatty,powdery,10.785381955871165
green,smoky,10.788487027895622
garlic,ripe,10.788844598642752
camphoreous,rose,10.789725084431057
fatty,medicinal,10.793292371268011
honey,medicinal,10.797813194795303
anisic,metallic,10.798035320948088
aldehydic,anisic,10.80439027073624
bitter,violet,10.805127413314345
fatty,rose,10.805495601058094
powdery,winey,10.83386185941643
balsamic,leathery,10.847970700702058
geranium,melon,10.852027631541391
honey,waxy,10.855324558162605
fermented,roasted,10.858987018520853
fruity,rose,10.865032359971275
camphoreous,caramellic,10.869955155392296
almond,melon,10.870156941802806
oily,sulfurous,10.872311783699992
melon,ripe,10.87370739169295
pear,tobacco,10.883590474326018
medicinal,vanilla,10.888769869662031
cherry,jasmin,10.89101752940743
apple,cinnamon,10.894936539947947
almond,cucumber,10.904452414808885
fatty,smoky,10.904595048083237
cherry,rose,10.91397941458059
alcoholic,camphoreous,10.915562640461902
oily,ripe,10.915738598678637
phenolic,winey,10.926188745277877
ketonic,tobacco,10.929402183667252
waxy,winey,10.930867236985536
medicinal,oily,10.940500500930224
cucumber,raspberry,10.940899679179543
dry,honey,10.94151363816751
cucumber,ripe,10.948246780351234
burnt,medicinal,10.960073115589564
pineapple,roasted,10.964335091988193
hay,woody,10.97278194787212
fermented,metallic,10.97385738347567
metallic,vanilla,10.980802681384233
coumarinic,leathery,10.982567836552077
fatty,orris,10.983978769597003
aldehydic,nutty,10.984592487010586
citrus,fruity,10.991776865998549
apple,oily,10.994308687022706
bitter,camphoreous,11.011693402516713
burnt,sweet,11.012083173125083
fresh,roasted,11.016478295446861
camphoreous,winey,11.017228806296131
alcoholic,cherry,11.02890691437539
melon,phenolic,11.031595012038569
camphoreous,solvent,11.03420925888609
aldehydic,vanilla,11.045839780712383
raspberry,tobacco,11.052552858714616
banana,herbal,11.053522423050392
cucumber,vanilla,11.055251290747382
apple,burnt,11.058984130897933
ethereal,meaty,11.063972036361688
berry,ethereal,11.07435433350286
balsamic,medicinal,11.074773235753906
banana,berry,11.076881501812318
banana,sweet,11.077784533495297
almond,ethereal,11.079653120483421
anisic,winey,11.080848757507122
cinnamon,cucumber,11.084594190072114
rose,winey,11.090329036910576
fishy,solvent,11.09656673119569
raspberry,smoky,11.100542217366252
metallic,pear,11.109269054958052
aldehydic,aromatic,11.109346360059819
burnt,cooked,11.110064095413124
nutty,woody,11.119925407505868
berry,citrus,11.133487808262233
hay,ripe,11.141277971469378
apple,tobacco,11.141389530961636
anisic,cucumber,11.151587891356206
cucumber,fermented,11.152757838492844
alcoholic,jasmin,11.155797925963522
aldehydic,raspberry,11.158394716970664
metallic,pungent,11.16504645616296
ripe,sweet,11.1651335304642
fatty,pungent,11.186667928603889
apple,cheesy,11.187464066049294
hay,solvent,11.187597676190999
medicinal,rose,11.18863542394564
green,pungent,11.190871540537097
burnt,fishy,11.208836072671719
dry,green,11.216246637655436
apple,hay,11.217382028400314
ethereal,spicy,11.224945408518183
melon,raspberry,11.22957242942846
banana,bitter,11.236044994441784
coumarinic,orange,11.241677384721333
alcoholic,animal,11.246186877375289
burnt,pineapple,11.248294315221374
fruity,violet,11.248306156057064
floral,leathery,11.256327985647845
fruity,sulfurous,11.258263094393314
alcoholic,oily,11.262234448223724
pungent,winey,11.262926922420409
meaty,waxy,11.26886248752659
cheesy,pineapple,11.289123471813838
fruity,woody,11.291049563891292
green,ketonic,11.296372759827626
berry,woody,11.302407692883857
caramellic,fatty,11.305609830338094
almond,pear,11.310121336031731
cucumber,meaty,11.316037788907838
alliaceous,solvent,11.318176890114811
caramellic,fresh,11.32657333703729
apple,fresh,11.327016006053347
burnt,citrus,11.328947107395857
dry,hay,11.333357672381247
hay,waxy,11.337109192998838
alcoholic,sulfurous,11.343396015371262
fruity,orange,11.344006864982646
aromatic,leathery,11.348360097718379
cucumber,sulfurous,11.35809831940118
almond,metallic,11.363818793382856
cheesy,tobacco,11.364511730722173
leathery,nutty,11.380021330852044
orange,smoky,11.385385423043626
orange,winey,11.389444033872953
cucumber,pineapple,11.396075103520333
balsamic,pear,11.401607857838442
fermented,phenolic,11.41088299742023
anisic,citrus,11.414590910936761
metallic,solvent,11.41874109615716
fruity,geranium,11.419299126822729
berry,orange,11.42222981390199
alcoholic,cinnamon,11.422615008891356
hawthorn,herbal,11.423814269293912
camphoreous,honey,11.42464815194553
herbal,ketonic,11.43003142662939
ripe,spicy,11.431339074986218
burnt,hay,11.431871369761865
pear,waxy,11.436155732024773
animal,cinnamon,11.437269346774977
bitter,leathery,11.460299636619128
almond,pineapple,11.463402759573537
animal,pear,11.467853877095335
aldehydic,winey,11.472232695691558
alcoholic,smoky,11.474364715680615
almond,banana,11.47667898819527
hawthorn,jasmin,11.479001519046243
melon,orris,11.479488769033827
bitter,burnt,11.482152577757633
camphoreous,fermented,11.484742182511088
honey,leathery,11.492043016433218
nutty,orange,11.49749187235614
coumarinic,solvent,11.502499762502351
fermented,oily,11.508589061830028
fermented,fresh,11.509413772266178
apple,roasted,11.515353090531827
alcoholic,balsamic,11.519755031859031
burnt,phenolic,11.521611997615423
bitter,oily,11.53923140898229
banana,jasmin,11.547017540140992
herbal,pungent,11.547276212788999
cherry,fruity,11.554057688512396
cherry,herbal,11.554338982679097
oily,pineapple,11.556407993188646
cherry,geranium,11.55936754883
bitter,pineapple,11.567586923765901
floral,medicinal,11.578946166181575
alcoholic,raspberry,11.581127783948618
green,sulfurous,11.607538449538087
camphoreous,jasmin,11.609889246483883
bitter,orris,11.610924521115491
aromatic,cucumber,11.618953216487201
aromatic,citrus,11.622556183536089
camphoreous,onion,11.650535003778062
hay,ketonic,11.653797051152942
camphoreous,pear,11.654288462853748
garlic,odorless,11.657078270672034
berry,waxy,11.662363571407035
cucumber,ethereal,11.665523541691282
bitter,melon,11.668969244455685
fermented,vanilla,11.6701274723228
fermented,jasmin,11.678757051656737
green,medicinal,11.681012051917998
citrus,vanilla,11.683260949646414
anisic,woody,11.684839018990948
cinnamon,pear,11.688085419670596
aldehydic,burnt,11.694758853907336
hay,melon,11.716556869035433
ethereal,metallic,11.719504223656859
caramellic,jasmin,11.73824350426923
sulfurous,waxy,11.744608590546433
violet,winey,11.758907901740422
cinnamon,tobacco,11.759810298529914
fatty,hay,11.7729765966698
citrus,roasted,11.777887314928732
alcoholic,medicinal,11.788458800570128
alcoholic,roasted,11.833216254606855
fermented,meaty,11.833362818039877
banana,burnt,11.841095785678307
berry,camphoreous,11.842313356168027
almond,oily,11.844850806857421
bitter,pear,11.845000055233527
odorless,pungent,11.856739778039298
aromatic,winey,11.863452551379398
floral,pear,11.866967304044591
ethereal,oily,11.869482705222584
oily,pungent,11.872982696494919
burnt,woody,11.876828408338987
fruity,smoky,11.887718645025933
geranium,winey,11.903521664534065
cherry,violet,11.917383432257067
citrus,winey,11.921722804968029
alliaceous,camphoreous,11.929543261108076
oily,raspberry,11.932592439610884
vanilla,woody,11.934964376557238
anisic,leathery,11.937212758922124
medicinal,solvent,11.937329878381101
caramellic,phenolic,11.949704292241236
pineapple,spicy,11.952082787614717
herbal,sulfurous,11.952410213526889
citrus,raspberry,11.956374753802963
apple,balsamic,11.965600488740593
aromatic,woody,11.971899630868416
animal,caramellic,11.972867068624497
aldehydic,cinnamon,11.979865808957394
metallic,savory,11.980547850248369
animal,ripe,11.99400121123321
camphoreous,ethereal,11.995272953389426
aldehydic,bitter,12.000813665191059
apple,solvent,12.003624069668108
ketonic,savory,12.00446660894034
raspberry,woody,12.008405452456715
green,meaty,12.016667085683913
berry,fatty,12.01685103358487
coumarinic,pungent,12.018975582046554
banana,solvent,12.019518774628827
aromatic,dry,12.023583270032411
aromatic,fermented,12.025596122223398
melon,pungent,12.026045411252468
cinnamon,oily,12.029057686361941
leathery,meaty,12.033463906793324
pear,sulfurous,12.03454814379686
caramellic,savory,12.03681114042024
fatty,honey,12.039198122007464
apple,raspberry,12.042467811681501
fresh,ripe,12.04666002387183
cherry,winey,12.04897368050532
oily,vanilla,12.054681027830572
apple,honey,12.066543344416523
orange,pear,12.067807552604567
jasmin,nutty,12.069208139753666
metallic,raspberry,12.071824800677723
winey,woody,12.072772122084979
orange,raspberry,12.078503871841844
burnt,smoky,12.081596455456038
cucumber,pungent,12.091492442081623
odorless,ripe,12.091761566463006
roasted,woody,12.097799618348317
fresh,hawthorn,12.113672550793334
anisic,fermented,12.117180510167406
apple,vanilla,12.125898920250867
aldehydic,roasted,12.129999470299321
herbal,solvent,12.13054141983651
aldehydic,almond,12.135192327620892
alcoholic,fatty,12.141785462395237
bitter,cheesy,12.146538100868284
anisic,oily,12.14780562788993
cooked,pungent,12.162015043927342
fruity,meaty,12.171854450319547
melon,vanilla,12.17939793762504
anisic,dry,12.181440081745356
animal,meaty,12.189815251337171
camphoreous,garlic,12.190274804046219
ketonic,sweet,12.208830243303776
animal,fermented,12.214969345012582
nutty,phenolic,12.222084543840396
fatty,fermented,12.248910494156798
roasted,sweet,12.255241547226571
cherry,orris,12.25775364395495
banana,roasted,12.269172280665932
fruity,orris,12.269484855914747
alcoholic,floral,12.296954676845704
melon,sulfurous,12.302550772012578
animal,sulfurous,12.3280199663725
burnt,odorless,12.33360061735248
bitter,citrus,12.339669252520775
medicinal,orange,12.346729076874874
fermented,honey,12.346920136145227
apple,metallic,12.348918638033615
aromatic,camphoreous,12.350045290158787
oily,savory,12.352907224932292
herbal,meaty,12.358811898729112
alcoholic,powdery,12.361814675890766
orange,roasted,12.362442520817627
alliaceous,fatty,12.364078774822046
odorless,onion,12.36509567467415
apple,fatty,12.367400898736017
almond,medicinal,12.371815791644005
leathery,sulfurous,12.375675600469808
roasted,spicy,12.378448180008343
leathery,roasted,12.38339348066838
bitter,nutty,12.384125847904699
camphoreous,cheesy,12.384380930047232
coumarinic,dry,12.401223101211816
pineapple,tobacco,12.40167860945459
ethereal,fatty,12.409225179200135
ethereal,fresh,12.425942420981157
cheesy,fishy,12.43700254661305
ketonic,melon,12.448754151776441
leathery,vanilla,12.456161606801556
berry,medicinal,12.456664223326923
cinnamon,orange,12.457549223553727
hay,nutty,12.465855281034337
fatty,onion,12.469983459101227
honey,pear,12.474642769460504
fruity,leathery,12.475728040382347
fresh,pineapple,12.488190091577202
odorless,sulfurous,12.507797123138385
ethereal,jasmin,12.515225671712516
hawthorn,tobacco,12.531970906755856
anisic,camphoreous,12.538654167696388
savory,tobacco,12.539032932984977
bitter,pungent,12.54158472594303
alcoholic,hawthorn,12.542453777506621
fishy,pungent,12.562115974850036
apple,floral,12.56647968067581
aromatic,oily,12.58455673713335
ethereal,savory,12.585788724487701
cheesy,coumarinic,12.599304159904815
pineapple,solvent,12.603839507092657
pineapple,sulfurous,12.604530189728187
phenolic,ripe,12.609176977260372
alcoholic,meaty,12.614860210530122
cinnamon,smoky,12.619088124495983
meaty,melon,12.62804481592232
anisic,melon,12.632940674472616
fruity,medicinal,12.633857538774134
ripe,waxy,12.648624335256526
cinnamon,fermented,12.650761206702493
cheesy,pear,12.690109310366518
aldehydic,pear,12.697580542388483
ketonic,metallic,12.702644698923068
orris,winey,12.712617031429073
coumarinic,roasted,12.71425121410181
fatty,pineapple,12.715775645832755
camphoreous,vanilla,12.725648824675595
camphoreous,ketonic,12.727403309546446
dry,vanilla,12.72849196654504
green,solvent,12.73188342882149
cinnamon,metallic,12.739034904699993
cinnamon,pineapple,12.741601512707383
cherry,fermented,12.746427731243292
ketonic,odorless,12.749287966369227
hay,pear,12.753745070105747
almond,citrus,12.754117116271285
caramellic,vanilla,12.782803315404001
apple,cherry,12.78914559708879
cinnamon,citrus,12.789314360293115
hay,orange,12.790493331882594
bitter,fatty,12.791990270742682
leathery,solvent,12.795698934684296
meaty,pear,12.799454776346522
cinnamon,woody,12.807002633487166
pear,raspberry,12.808688886877471
cheesy,winey,12.809316394403318
bitter,waxy,12.81326249891685
balsamic,fermented,12.814229258475587
bitter,woody,12.823561333726419
ketonic,onion,12.826957410673893
anisic,apple,12.83517347284073
cherry,green,12.836404701669014
banana,spicy,12.839324974151488
ketonic,spicy,12.840540477410393
cherry,smoky,12.843651709745858
anisic,waxy,12.846073095362003
anisic,orange,12.860960799528874
fruity,hawthorn,12.864094375747404
cheesy,metallic,12.8655818774022
savory,waxy,12.86983057354224
almond,ketonic,12.870746895055628
hawthorn,medicinal,12.895404733916632
animal,apple,12.899030264018341
apple,sulfurous,12.904213090228863
orange,vanilla,12.909137746459049
cooked,fatty,12.925946298223474
leathery,ripe,12.929724915531986
alcoholic,leathery,12.93421459365819
ethereal,phenolic,12.935112928659949
jasmin,smoky,12.941432616243977
sulfurous,winey,12.960798120659371
vanilla,waxy,12.968305794992519
medicinal,ripe,12.96868117167642
banana,cucumber,12.987338549078883
almond,camphoreous,12.988368536468705
berry,nutty,12.99613608868244
solvent,spicy,12.996682573218765
medicinal,nutty,13.00289833122969
berry,ripe,13.012005421337646
leathery,melon,13.01398990686789
phenolic,solvent,13.01524598843581
citrus,pear,13.017936637437339
almond,woody,13.018084269823195
cucumber,savory,13.033381032413626
cherry,fresh,13.035117144982575
caramellic,waxy,13.038070594374512
apple,phenolic,13.06391807947392
fermented,raspberry,13.07028054486157
cheesy,herbal,13.073667626707858
solvent,winey,13.085908011949265
animal,hawthorn,13.091814505395782
apple,camphoreous,13.094396853652016
aromatic,waxy,13.095821974185979
caramellic,honey,13.097953414896349
fresh,sulfurous,13.104614564575153
berry,leathery,13.110479271193642
animal,ethereal,13.110660427928508
pungent,sweet,13.112907671169312
pear,woody,13.123921667276306
banana,tobacco,13.125205479237064
raspberry,waxy,13.125378019096706
cheesy,green,13.126216994292554
berry,ketonic,13.135160407132982
fresh,meaty,13.154070977783968
fatty,solvent,13.160338763167285
smoky,solvent,13.16308643357869
hay,pineapple,13.166976468883853
green,hawthorn,13.17377795582258
banana,hay,13.176317523015681
alcoholic,waxy,13.180295241782291
aromatic,caramellic,13.18519636108421
banana,sulfurous,13.199415883193062
balsamic,caramellic,13.200691745809378
anisic,caramellic,13.214578842288729
cheesy,hay,13.215755963494907
almond,ripe,13.21683216848055
banana,oily,13.220645389152832
burnt,orange,13.221164038899483
meaty,odorless,13.236727928545104
metallic,onion,13.238203988284459
dry,melon,13.23941012573896
fermented,smoky,13.26280559401058
dry,jasmin,13.264515617690575
animal,pungent,13.267352742986082
cucumber,ketonic,13.300318089125819
pungent,spicy,13.30657309844898
cherry,tobacco,13.307244285207673
pear,phenolic,13.307509902778618
hay,pungent,13.313891548037457
citrus,meaty,13.321579903889543
metallic,pineapple,13.324017700642376
banana,cinnamon,13.330843390448843
solvent,sweet,13.333350629087693
balsamic,nutty,13.334468433342723
pear,powdery,13.339570768263597
fatty,garlic,13.353808721882231
cooked,fishy,13.353994865126444
apple,aromatic,13.394091497346357
pear,rose,13.39620797453839
fermented,medicinal,13.396339021629188
caramellic,onion,13.396850869106666
berry,dry,13.418905783874687
medicinal,raspberry,13.428318327252944
almond,waxy,13.434875333855748
ketonic,oily,13.4353461329372
pungent,waxy,13.440925545835915
aromatic,melon,13.442865391022117
ethereal,vanilla,13.461303634102338
caramellic,cinnamon,13.475537473460344
burnt,dry,13.486565796498523
alcoholic,aldehydic,13.488942974147024
pear,vanilla,13.511875386603105
aromatic,orange,13.51374748300272
fresh,pungent,13.515078466250639
animal,solvent,13.52433239326984
onion,tobacco,13.553862416418095
nutty,smoky,13.558839510190056
alliaceous,metallic,13.561036317220255
fishy,ripe,13.568052504664252
fermented,floral,13.570268040938394
balsamic,pineapple,13.573021704247514
fermented,savory,13.57446381424537
alcoholic,rose,13.585019029006387
cucumber,solvent,13.586382469119597
almond,orange,13.588383815281253
pear,solvent,13.589894108699847
dry,raspberry,13.595039966034063
coumarinic,sulfurous,13.602550834009149
fatty,ketonic,13.60472524976529
cinnamon,waxy,13.616766660253173
alliaceous,ketonic,13.619414077718808
hawthorn,winey,13.653212339270599
oily,solvent,13.660878811655891
bitter,dry,13.678070754089738
alcoholic,citrus,13.680733004327356
garlic,ketonic,13.681989607023295
medicinal,sulfurous,13.68576865350949
ripe,smoky,13.68695259269699
fermented,waxy,13.691005687523484
spicy,sulfurous,13.71195100137368
melon,smoky,13.718178028512849
citrus,sulfurous,13.720301459447134
meaty,medicinal,13.724801644846075
camphoreous,fishy,13.726557165570116
caramellic,medicinal,13.728706588931978
apple,powdery,13.731918809252143
almond,leathery,13.733840688979525
cheesy,fatty,13.744563310263448
alcoholic,violet,13.749428906953085
camphoreous,cooked,13.750991296988072
almond,fatty,13.756494817984219
meaty,pineapple,13.756915765063676
caramellic,smoky,13.767612500645681
alliaceous,odorless,13.771333422403876
green,savory,13.775257357627527
berry,burnt,13.77876332079088
meaty,winey,13.791636987678132
meaty,woody,13.792339759919782
garlic,metallic,13.808983937858246
dry,nutty,13.823923314641142
apple,waxy,13.825686937933519
banana,fresh,13.834929474823205
alcoholic,geranium,13.844700893537391
camphoreous,pineapple,13.845152457804607
fishy,leathery,13.848985721030141
smoky,winey,13.849095942320158
aldehydic,meaty,13.84924027357291
camphoreous,raspberry,13.867994542954131
ethereal,onion,13.878861440463695
fatty,vanilla,13.887052478599745
aromatic,ethereal,13.88965263471698
fermented,powdery,13.889928197042465
anisic,fatty,13.890884427271326
leathery,pungent,13.892022663489277
aldehydic,hawthorn,13.893459959494473
floral,nutty,13.91225290417224
ethereal,honey,13.922521153914712
anisic,ethereal,13.925492174630566
pear,violet,13.92723789113976
caramellic,floral,13.936730756936223
honey,pineapple,13.951063224955227
sulfurous,sweet,13.952075772281697
jasmin,leathery,13.952821090762654
caramellic,raspberry,13.955144328370483
fruity,savory,13.960141990093922
pineapple,raspberry,13.966167169462782
jasmin,roasted,13.973509266375924
leathery,savory,13.989284616749686
